email_text,intent,urgency,order_id,product
Order 804771 was put on credit hold and now our shipment is blocked. What do you need from us to release it?,credit_and_collections,,804771,
"Your statement shows an overdue balance of $1,260.50 but that doesnt match our records. Please review and correct.",credit_and_collections,,,
I got a 2nd reminder for order 330781 and the amount looks wrong (says 499). Can someone check the invoice vs payment?,credit_and_collections,,330781,
"We need to update our billing terms, collections keeps calling and it's getting out of hand. Account should be net-30, not due on receipt.",credit_and_collections,,,
Can you send the invoice for order 771204? Our AP team needs it today pls.,invoice_request,high,771204,
"Hi, looking for all invoices for Feb 2026 for our account, PDF is fine. Not urgent but pls include everything.",invoice_request,low,,
"Need a copy of invoice tied to order #990571 (server rack). We can't close the month without it, asap.",invoice_request,high,990571,
Can you resend invoice for order 615839? I think it got stuck in spam and AP is asking again.,invoice_request,medium,615839,
"Please provide invoices for Q4 2025, we are doing an audit. No rush but make sure it's complete.",invoice_request,low,,
Invoice request: order 204667. Could you send it within the next hour? Thanks.,invoice_request,high,204667,
"Hey, can you cancel order 448201? It's for a tablet and we placed it by mistake, pls do it before it ships.",order_modification_request,high,448201,
"Need to change ship-to address on order 572904 (keyboard). We moved offices, pls update to the new address on file.",order_modification_request,medium,572904,
Order 839105 - can you add 3 extra cables to it? Same type as already on the order. If not possible just let me know.,order_modification_request,medium,839105,
Pls update order 961773 quantity for monitors from 10 down to 8. We overestimated.,order_modification_request,low,961773,
"Can you switch order 300682 to expedited shipping? It's a router and we need it sooner, thanks.",order_modification_request,high,300682,
Any update on order statuz for #129045? It's a laptop order from last Friday.,order_status,,129045,laptop
Where is my order 775390 (printer)? I placed it yesterday morning and havent seen any confirmation besides the receipt.,order_status,,775390,printer
"Hi, can you tell me if order 408116 has shipped yet? It's just some ethernet cables for the lab.",order_status,,408116,cables
"Checking on order #516782 for a server rack, placed around 2 weeks ago. Still says processing on the portal.",order_status,,516782,server rack
Order 603559 for a monitor: can you confirm ETA? We have installers coming on Monday.,order_status,,603559,monitor
"Hey there, status check for order 947520 (software license). Need to know if activation is queued or already sent.",order_status,,947520,software license
Can you quote pricing for 30 units of the keyboard? We might need to place PO today so pls be quick.,pricing,high,,keyboard
"Whats the price break if we order 100 ethernet cables? Not super urgent, just planning.",pricing,low,,cables
Need pricing for 8 monitors (same as last time). Can you send a formal quote asap?,pricing,high,,monitor
"Hi, can you tell me current unit cost for the tablet if we buy 3? Reply when you get a chance.",pricing,medium,,tablet
"Looking for pricing on a server rack, qty 1. Not sure on model yet but need a ballpark.",pricing,low,,server rack
"We need a renewed quote for 50 software licenses, and finance wants it today. Pls send ASAP.",pricing,high,,software license
Can you confirm price + availability for SKU PR-7710? Need 6 printers and we are on a tight timeline.,pricing_and_availability,high,,
"Hi, looking at SKU RBX-210 router, need qty 10. Are they in stock and whats the unit price?",pricing_and_availability,medium,,
"Pls advise availability + best pricing for SKU MON-5K2. Need 2 monitors, no rush.",pricing_and_availability,low,,
"Do you have SKU CAB-889A cables in stock, and can you quote for 200 pcs? We might order this week.",pricing_and_availability,medium,,
Need quick info: SKU LIC-X14 (software license) - qty 15. In stock and price? pls respond today.,pricing_and_availability,high,,
"Can you send the datasheet for the router model we bought? It's the ""EdgeRouter 8"". Need the latest PDF.",product_docs,,,router
"Hi, looking for the user manual for your printer (we have the OfficePrint 300). Any doc link?",product_docs,,,printer
"Do you have installation guide for the server rack? The box didnt include anything, pls send.",product_docs,,,server rack
Need SDS / safety sheet for the cable management kit (cables accessory). Which version is current?,product_docs,,,cables
"Can you send licensing documentation for the software license, like the EULA and activation steps? For v3.2 if thats a thing.",product_docs,,,software license
Who is the sales rep for the Pacific Northwest? We are mid-size (about 350 employees) and need to talk this week.,sales_reps,medium,,
Can you connect me with a sales person for NYC area? We're a small startup (20 ppl) and need pricing soon.,sales_reps,high,,
"Need a rep in Germany / DACH region. Company is enterprise, global IT rollout coming, pls advise.",sales_reps,medium,,
"Hi there, who handles sales for the Southeast US? We're about 1200 staff, not urgent just intro.",sales_reps,low,,
"Looking for a sales contact for Ontario, Canada. We're a 60-person shop and need help picking routers asap.",sales_reps,high,,
"Hello, we want to register as a vendor. Company name: NorthBridge IT Supplies, business type: reseller, region: US.",vendor_registration,,,
"Pls send vendor onboarding steps. We're ""Green Valley Consulting"" (managed services) located in UK.",vendor_registration,,,
"We'd like to become a vendor partner. Company: AeroByte Manufacturing, type: manufacturer, region EU (Netherlands).",vendor_registration,,,
"Hi team, vendor registration request for ""Sapphire Retail Group"". We're a retailer in Australia, how do we start?",vendor_registration,,,
"Need to register as supplier: Kinetic Cable Co. We do wholesale/distribution, region: Canada. Thanks.",vendor_registration,,,
"I'd like to return the monitor from order 610583. It's too big for our desk setup, can you start a return?",return_request,,610583,monitor
"Return request pls: order 728406, keyboard. Keys feel mushy and user hates it, want to send back.",return_request,,728406,keyboard
"Hey support, need return for router on order #195037. It doesn't work with our ISP, so we can't use it.",return_request,,195037,router
"Can I return the tablet from order 862944? We ordered the wrong model, unopened still.",return_request,,862944,tablet
Requesting a return label for cables from order 540118. We ended up not needing them after project got canceled.,return_request,,540118,cables
"I need a refund for order 401885, the printer was never used and we already replaced it. Refund amount should be 299.99.",refund_request,,401885,
Refund request: order #533070. We were charged twice (same software license). Please refund 149.00.,refund_request,,533070,
"Can you process refund for order 870611? Router arrived damaged and we don't want a replacement, just money back.",refund_request,,870611,
"Hi, order 296104 for monitor was canceled but my card still shows a pending charge. Need refund pls.",refund_request,,296104,
We returned the keyboard already (order 645902) but havent recieved the refund. Amount was 79.50 i think.,refund_request,,645902,
"Help pls: laptop won't boot after the latest update, stuck on black screen. This is urgent, team is down.",technical_support,high,,laptop
"Router setup issue - can't get WAN to connect, keeps saying ""no IP"". Any troubleshooting steps?",technical_support,medium,,router
"Printer driver install fails on Windows 11, error 0x0000011b. Pls advise when you can.",technical_support,medium,,printer
"Monitor flickers randomly over HDMI, tried different cable already. Need a fix asap, it's making ppl nauseous.",technical_support,high,,monitor
"Software license activation keeps failing with ""license key invalid"" but we copied it exactly. What can we do?",technical_support,medium,,software license
"Keyboard not being detected on one of our laptops, works on other machine. Is there a firmware reset or something?",technical_support,low,,keyboard
"Hi, can you update my marketing email preferences? I'm getting too many promos lately, thx.",out_of_scope,,,
Just wanted to say your support agent Mike was awesome yesterday. Please pass it along!,out_of_scope,,,
Can you help me reset my password for the customer portal? I can't log in and keep getting locked out.,out_of_scope,,,
Where can I find your privacy policy and data retention info? Legal team is asking.,out_of_scope,,,
"This is getting annoying: your website checkout keeps crashing on my phone. Not even placing an order, just browsing.",out_of_scope,,,
"Order 782104 shows delivered but we didnt recieve it, and also please resend the invoice for it. Need both fixed asap.",multiple_intents,,782104,
"Hi, what's the statuz of order 905177 and can you switch it to expedited shipping? It's a tablet and we're behind schedule.",multiple_intents,,905177,
Can you quote pricing for 20 routers AND tell me if SKU R-200X is in stock? We need to decide today.,multiple_intents,,,
"Invoice for order 318905 is missing, plus collections emailed us saying it's overdue. We paid already, pls sort this out.",multiple_intents,,318905,
"The monitor is flickering and also has a dead pixel, honestly not impressed. What can you do?",multiple_intents,,,
"Need to return order 447629 (keyboard), and also want the refund back to the card. Please tell next steps.",multiple_intents,,447629,
Can you cancel order 662981 and confirm if the refund will be automatic? We ordered the wrong printer model.,multiple_intents,,662981,
"Order 109335 for cables is late and we need them by tomorrow, plus can you send the invoice to AP? Thanks.",multiple_intents,,109335,
"Hey, can you tell me if SKU TAB-77Q is available, and if so what's the price for qty 5? Quick reply pls.",multiple_intents,,,
We can't activate the software license we bought (order 573804) and we also need a copy of the invoice for audit. Pls help.,multiple_intents,,573804,
"Status update for order 836150 pls, and also change the ship-to address (our old address is still on there).",multiple_intents,,836150,
Got a payment reminder for order 240519 but we never got the invoice. Can you send invoice + stop the reminders?,multiple_intents,,240519,
Need pricing for 12 monitors and also the datasheet/spec sheet so our IT lead can approve. Not urgent but soon.,multiple_intents,,,
"Order 700184 says delivered but box was empty (!!). We want to return/claim it and get a refund, pls advise.",multiple_intents,,700184,
"Can you tell me if order 458776 shipped yet, and btw our router keeps dropping even after reboot. Two problems here.",multiple_intents,,458776,
"Hi, my monitor still hasn't shown up — tracking just says 'in transit' forever. Order 5843201 I think. Can you check? Need it asap!!",delivery_issue,high,5843201,monitor
"Do you have SKU AB-2234 on hand? It's the HDMI cables pack. I need around 25 pcs, let me know.",availability,,,cables
Super frustrated—this router keeps dropping WiFi every hour. I've rebooted 10x and it's still garbage.,complaints,,,router
Following up on overdue balance for order 7739205. Late fee added?? Please explain the extra charge 89.50.,credit_and_collections,,7739205,
Can you send the invoice for order 6601429 covering Feb–Mar 2025? Need it today pls.,invoice_request,high,6601429,
"Hey support, I typed the wrong color monitor on order 5928140. Can you switch to the matte black? Need confirm asap.",order_modification_request,high,5928140,
What's the statuz on order 7319550 for the server rack? It was supposed to ship last Friday.,order_status,,7319550,server rack
"Need pricing for 12 tablets, mid-range model pls. Budget decision by EOD.",pricing,high,,tablet
"Quote req: SKU XZ9981 for 40 units, we’re comparing vendors, need by tomorrow morning.",pricing_and_availability,high,,
"Can you send datasheet for the new router model, specifically the security features rev 2.1?",product_docs,,,router
Looking for a sales rep for the Midwest region; we're a 120-person startup. Call me soon?,sales_reps,medium,,
"We want to register as a vendor. Company: HexaNova Ltd, B2B electronics, operating in EU.",vendor_registration,,,
I need to return the keyboard from order 8451092 — wrong layout (got AZERTY). How do I start?,return_request,,8451092,keyboard
"Requesting a refund on order 6944017, the monitor arrived cracked. Amount 219.99 please.",refund_request,,6944017,
"My printer keeps jamming every 3 pages, even with new paper. Need help asap!!",technical_support,high,,printer
Unrelated but can you sponsor our school fair? We love your brand!,out_of_scope,,,
"Two things: I need invoice for order 5701123, and also what's stock like for SKU AB-2234? Thx.",multiple_intents,,5701123,
Package says delivered but nothing at my door. Order 6078833 for cables set. Pls resolve.,delivery_issue,medium,6078833,cables
Is the laptop model with SKU LT-5500 in stock? Need 3 units for Monday.,availability,,,laptop
"I'm really upset—the tablet battery dies in 45 mins, totally unusable.",complaints,,,tablet
Why did you charge an extra 15.00 on order 5589310? This looks like a duplicate fee.,credit_and_collections,,5589310,
"Need invoice copy for order 7901264 covering Q4 2024, as soon as you can.",invoice_request,medium,7901264,
Please change the quantity on order 7442190 from 5 to 8 tablets. Sorry for the mixup.,order_modification_request,medium,7442190,
Any update on order 6152044 for the router? Needed by end of week.,order_status,,6152044,router
What’s the price if we buy 60 keyboards? Need a quick quote pls.,pricing,high,,keyboard
"Price and stock check for SKU PR-7712, qty 10 by next Tuesday.",pricing_and_availability,medium,,
"Can you share install guide for the server rack, rev B or latest? Thx.",product_docs,,,server rack
Need to talk to a sales person in APAC; our company size ~500 employees.,sales_reps,low,,
"We’re applying as a vendor. Company: BlueMosaic Inc, IT services, region: North America.",vendor_registration,,,
Returning the monitor from order 7319045—dead pixels out of the box.,return_request,,7319045,monitor
"Refund needed for order 6601189, cables never arrived and we bought elsewhere. Amount 42.00.",refund_request,,6601189,
My laptop fan is screaming loud after update. Can you help me fix this?,technical_support,medium,,laptop
"Do you offer internships? Totally different question, I know.",out_of_scope,,,
"Need two things: change shipping address on order 7402219, and quote for 30 monitors. Pls hurry.",multiple_intents,,7402219,
Courier marked delivered but the printer isn't here... Order 6955012. This is urgent!,delivery_issue,high,6955012,printer
Stock check for SKU KB-9090 (keyboard). Need 15 this week.,availability,,,keyboard
"So upset—monitor colors are way off, even after calibration. Not acceptable.",complaints,,,monitor
Order 5594207 shows an outstanding 129.00 but we already paid. Please review.,credit_and_collections,,5594207,
Could you resend invoice for order 7783310 for Jan 2025? Need for audit.,invoice_request,low,7783310,
Please cancel order 7188201 if it hasn't shipped yet. Sorry for the late notice.,order_modification_request,high,7188201,
Any ETA on order 6409933 for the software license? Need keys by tomorrow.,order_status,,6409933,software license
What’s your price for 8 server racks? Decision this week.,pricing,medium,,server rack
"Pricing + availability for SKU MR-5521, qty 6, can ship by Friday?",pricing_and_availability,medium,,
"Need user manual for the tablet, v3 if possible. Thanks!",product_docs,,,tablet
Who covers the Northeast? We're ~200 ppl and want a demo.,sales_reps,low,,
"We'd like to become vendors. Name: Orbit Owl LLC, hardware reseller, region: UK.",vendor_registration,,,
Returning the router from order 7051342—missing antennas.,return_request,,7051342,router
"Please refund order 6822109, duplicate shipment received. Amount 149.00.",refund_request,,6822109,
Keyboard keys sticking randomly; can someone help fix? Need this for work!,technical_support,high,,keyboard
Do you offer bulk donation discounts for nonprofits?,out_of_scope,,,
"Please: status on order 7711022 and also send invoice for it, thx.",multiple_intents,,7711022,
Driver left the package at wrong building (I think). Order 6402205 for laptop. Need help asap!!,delivery_issue,high,6402205,laptop
Availability check for SKU CB-2020 (USB-C cables). Need 100 units.,availability,,,cables
Super annoyed: printer ink smears everywhere even after drying.,complaints,,,printer
Order 5599810 shows balance due 72.30. We paid last week—why still due?,credit_and_collections,,5599810,
Need invoice for order 6832104 for fiscal year 2024 wrap-up. When can you send?,invoice_request,low,6832104,
Change shipping method on order 6145022 to overnight if possible.,order_modification_request,medium,6145022,
When will order 7001145 (cables) ship? Need them early next week.,order_status,,7001145,cables
"Price for 4 high-res monitors, pls send by noon.",pricing,high,,monitor
"Quote + stock for SKU SR-8844 qty 2, need quick turnaround.",pricing_and_availability,high,,
"Do you have the maintenance manual for the printer, edition 2023?",product_docs,,,printer
Who handles LATAM accounts? Company size ~50.,sales_reps,low,,
"Applying to be a supplier: NorthPeak GmbH, component distributor, DACH region.",vendor_registration,,,
I'd like to return the software license from order 7922018—wrong edition purchased.,return_request,,7922018,software license
Refund order 6401187 please—the server rack arrived bent. Amount 899.00.,refund_request,,6401187,
"Tablet won't power on even after charge, need urgent help.",technical_support,high,,tablet
Are you open on weekends for store pickup?,out_of_scope,,,
Need status on order 6009912 and also availability of SKU LT-5500. Thanks.,multiple_intents,,6009912,
The courier says delivered yesterday but my router is missing. Order 6670043. Pls assist.,delivery_issue,medium,6670043,router
Is SKU PR-1100 (laser printer) in stock? We need 2 asap.,availability,,,printer
Very unhappy: laptop hinge cracked after 2 weeks of light use.,complaints,,,laptop
Order 7712009 shows a random $9 fee. What is this? Remove it.,credit_and_collections,,7712009,
Please email invoice for order 5855013 (Apr 2025).,invoice_request,low,5855013,
Can you swap the router model in order 7422110 to the dual-band version?,order_modification_request,medium,7422110,
When should I expect order 7012299 (monitor)? Need it by Wed.,order_status,,7012299,monitor
"Quote for 3 premium routers pls, quick turnaround.",pricing,medium,,router
"SKU KB-1200 quote + stock, 75 units, can you ship this week?",pricing_and_availability,medium,,
"Send me the quick start guide for the monitor, v1.2.",product_docs,,,monitor
Need a sales contact in Canada; company size 80.,sales_reps,low,,
"Registering as vendor: BrightQuill Co., SaaS provider, region SEA.",vendor_registration,,,
Return request for cables in order 7340019—wrong length sent.,return_request,,7340019,cables
"Refund for order 6810154 plz, software license key invalid. Amount 129.99.",refund_request,,6810154,
"Monitor flickers at 144hz, help ASAP please.",technical_support,high,,monitor
Can you donate a router to our charity event? :),out_of_scope,,,
Need to: cancel order 7001101 and also send invoice for 6990099. Thx.,multiple_intents,,7001101,
Tracking hasn't moved in 5 days. Order 6804412 for the tablet. This is getting silly.,delivery_issue,medium,6804412,tablet
Do you carry SKU RK-3300 (server rack)? Need 1 unit.,availability,,,server rack
Angry here: cables fray after 2 days of use. Not ok.,complaints,,,cables
Order 5901029 shows balance $0.01? Really? Please clear.,credit_and_collections,,5901029,
Pls send invoice for order 6122100 for May 2025 asap.,invoice_request,high,6122100,
Need to update address on order 6602207 to 45 King St.,order_modification_request,medium,6602207,
When is order 7056651 for keyboard arriving? Before Friday?,order_status,,7056651,keyboard
What's your price for 20 printers? Need quote today.,pricing,high,,printer
Check price+stock SKU MT-8800 qty 5; reply fast pls.,pricing_and_availability,high,,
"Share compliance cert for router, version 2024 CE mark.",product_docs,,,router
We need a rep in Southern Europe. Company size 300.,sales_reps,low,,
"Vendor signup: LimeArc Tech, MSP, region Middle East.",vendor_registration,,,
Return the laptop from order 6405023—screen cracked.,return_request,,6405023,laptop
Refund for order 7321109: monitor has stuck pixels. Amount 279.00.,refund_request,,7321109,
"Router keeps rebooting randomly, pls help asap.",technical_support,high,,router
Are pets allowed in your office? Random Q.,out_of_scope,,,
Can you confirm ship date for order 6022991 and also send product datasheet? Thx.,multiple_intents,,6022991,
Package arrived open and missing tablet. Order 7190031. Need help now.,delivery_issue,high,7190031,tablet
Do you have SKU SW-4411 (software license) available? Need 12.,availability,,,software license
Mad rn: server rack screws stripped out of the box. Unusable.,complaints,,,server rack
Order 6402210 has an extra 5.25 charge labeled 'misc'. Why?,credit_and_collections,,6402210,
"Invoice copy for order 7011233, period Q1 2025, need for taxes.",invoice_request,medium,7011233,
Please add 2 more monitors to order 5902022 if not shipped yet.,order_modification_request,high,5902022,
"Need timeline on order 6899120 (cables), arriving this weekend?",order_status,,6899120,cables
What’s price for 7 tablets? Reply EOD pls.,pricing,high,,tablet
"SKU MN-7701 quote and stock, qty 10, ship next day?",pricing_and_availability,medium,,
"Share FCC cert for the router model, rev 2024-05.",product_docs,,,router
Looking for a sales rep in Benelux; company size 35.,sales_reps,low,,
"Vendor registration: CoralByte, VAR, region Oceania.",vendor_registration,,,
Return the keyboard on order 6112920—wrong switch type.,return_request,,6112920,keyboard
"Refund req for order 6888203, cables DOA on arrival. $24.50.",refund_request,,6888203,
Laptop won’t detect WiFi networks randomly. Help plz!,technical_support,medium,,laptop
Do you have a student discount? Just curious.,out_of_scope,,,
Need to: change qty on order 6091100 and check ETA as well.,multiple_intents,,6091100,
"My package was left in the rain, printer soaked. Order 7222102. Help fast.",delivery_issue,high,7222102,printer
Is SKU TB-3002 (tablet) available? Need 9 units.,availability,,,tablet
Fuming—router UI keeps freezing and locking me out.,complaints,,,router
Order 5901129 claims $39 due but we settled—please fix.,credit_and_collections,,5901129,
Invoice request for order 6405512 (Nov 2024). Need it by tomorrow.,invoice_request,high,6405512,
"Adjust order 7330211 to swap printer color to white, pls.",order_modification_request,low,7330211,
ETA for order 5982103 of server rack? Need by month-end.,order_status,,5982103,server rack
Price for 50 ethernet cables? Reply asap.,pricing,high,,cables
"Check price/stock SKU SW-5000, qty 20, urgent need.",pricing_and_availability,high,,
"Please share safety sheet for monitor, rev 1.",product_docs,,,monitor
Sales contact for Iberia? Company size 60.,sales_reps,low,,
"Vendor registration request: AeroLeaf Ltd, cloud services, ANZ.",vendor_registration,,,
Return my monitor in order 6401208—stand missing.,return_request,,6401208,monitor
Refund order 7205511 please: keyboard DOA. $59.00.,refund_request,,7205511,
"Software license not activating, error 0x92. Need help now.",technical_support,high,,software license
Do you sponsor esports teams? Just asking.,out_of_scope,,,
Please: invoice for 7022991 and also confirm stock of SKU KB-9090.,multiple_intents,,7022991,
Tracking says delivered Sunday but no laptop here. Order 6789102.,delivery_issue,medium,6789102,laptop
Need availability for SKU PR-2001 (printer). Qty 6.,availability,,,printer
Super mad: tablet screen ghost touches non-stop.,complaints,,,tablet
Why is there a $3.99 handling fee on order 5907777?,credit_and_collections,,5907777,
"Send invoice for order 6991202 covering Sep–Oct 2024, pls.",invoice_request,low,6991202,
Update order 6110044: change from 10 to 12 cables.,order_modification_request,low,6110044,
Status on order 7300551 for router by tomorrow morning?,order_status,,7300551,router
"Price check: 2 laptops, need quote today.",pricing,high,,laptop
"Need price+stock for SKU RK-9900 qty 3, asap pls.",pricing_and_availability,high,,
"Share install video link for keyboard, rev A.",product_docs,,,keyboard
"Sales rep needed in West Coast USA, 150 staff.",sales_reps,medium,,
"Vendor registration: PentaNorth, logistics, Nordics.",vendor_registration,,,
Return the server rack in order 6442090—wrong size.,return_request,,6442090,server rack
"Refund needed for 7003110, router missing parts. $129.00.",refund_request,,7003110,
Printer shows error 13.2 paper jam even when empty—help!,technical_support,medium,,printer
Do you partner with affiliates? Curious.,out_of_scope,,,
I need to confirm delivery date for order 6902204 and also tweak quantity to 6.,multiple_intents,,6902204,
"Hey, where's my order? I ordered a laptop last week, order# 45231, never got any tracking, its been ages. pls update asap!!",delivery_issue,high,45231,laptop
"Recieved an email about an invoice but I didnt get the invoice PDF for order 33120 for the router. Need it for feb billing cycle, urgent-ish",invoice_request,medium,33120,
Ugh the monitor arrived cracked!!! Product: monitor. Totally useless. This is unacceptable!!,complaints,,,monitor
Can you tell me if SKU AB-2234 (printer) is in stock? Need 3 units for next week.,availability,,,printer
"I need to return order 88765, the keyboard is faulty and keys stick. How do I start a return?",return_request,,88765,keyboard
Where is my shipment 55990?? says delivered but didnt recieve it. Product: cables. Please investigate!,delivery_issue,high,55990,cables
"Looking for pricing on the server rack, qty 2. Need ballpark cost asap pls",pricing,high,,server rack
My payment for order 24011 hasn't been applied and I got a collection notice. Amount due shows 1200.00,credit_and_collections,,24011,
"pls send product manual for software license v2.1 — need installation guide, version 2.1",product_docs,,,software license
I want to change shipping address for order 44322 — can you update? order placed today,order_modification_request,medium,44322,
Is SKU XZ9981 (tablet) available? Need 10 pcs.,availability,,,tablet
Refund pls for order 66210 — I returned the router but haven't seen refund of 199.99,refund_request,,66210,
"My new router won't connect to internet, firmware keeps crashing, model: router. Need tech support ASAP!!",technical_support,high,,router
"Hey team, pricing and availability for AB-2234? Need 5 units urgently",pricing_and_availability,high,,
"Hi, can sales rep contact our firm? We're SMB ~ 50 employees in EMEA, need quote later this wk",sales_reps,medium,,
Vendor regs: I want to register Acme Supplies as a vendor. We're a distributor in US,vendor_registration,,,
"order status pls? Order 77109 with keyboard, placed yesterday, any eta?",order_status,,77109,keyboard
"Invoice needed for order 99223 for Mar-Apr 2025 billing cycle, super urgent",invoice_request,high,99223,
"The printer keeps jamming and prints lines across pages. brand new, very frustrated.",complaints,,,printer
"Hi, can I mod order 55440 to add 2 cables? order id:55440 pls",order_modification_request,low,55440,
"pls confirm availability of monitor model QW-11 SKU QM11-77, need 1",availability,,,monitor
Multiple issues: 12876 — got wrong item (tablet) and also want refund. Pls advise.,multiple_intents,,12876,
Out of scope: asking about partnership opportunities not product support,out_of_scope,,,
"Hey, my order 33445 (laptop) still in 'processing' for 5 days. Please update status",order_status,,33445,laptop
"Bought a keyboard, dead keys after 2 days. Not happy.",complaints,,,keyboard
"Need price quote for 15 monitors, urgent for office set up",pricing,high,,monitor
"Can I get product brochure for server rack, structural specs, v1.0 pls",product_docs,,,server rack
"I want to register as vendor: TechHub LLC, we provide hardware resale, region: APAC",vendor_registration,,,
"My invoice for order 55893 missing line items, need invoice for Jan 2025. thanks",invoice_request,medium,55893,
"order 44512 charged twice, amount 499.00. I need this fixed, collections contacted me",credit_and_collections,,44512,
"Do you have SKU XY-009 in stock? it's for cables, need 50",availability,,,cables
Recieved wrong color tablet order 22490. I want return and refund pls,multiple_intents,,22490,
"My software license key won't activate, error code 502. Pls help.",technical_support,high,,software license
"Price check: server rack, qty 1, kinda urgent this week",pricing,medium,,server rack
"Hi, when will order 90012 with monitor arrive? tracking says delayed",delivery_issue,medium,90012,monitor
Need documentation: tablet user guide version 3.2,product_docs,,,tablet
Order mod: change quantity on 66001 from 2 to 4 (printer). pls confirm,order_modification_request,medium,66001,
I keep getting charged late fees for order 12121 but I paid. Amount outstanding shows 0.00 but collections keep calling,credit_and_collections,,12121,
"Where's my laptop order 70707?? no tracking since shipped, I'm furious",delivery_issue,high,70707,laptop
"Is monitor stock available? SKU MN-330, need 2",availability,,,monitor
"Complaint: cables received are frayed and unsafe, want replacement NOW",complaints,,,cables
"Can I get a quote for 100 keyboards, price per unit? not urgent",pricing,low,,keyboard
"Refund request for 30303, amount 45.00 for returned cables, reason: wrong length",refund_request,,30303,
"My printer won't connect to wifi after update, model printer, pls look into it",technical_support,medium,,printer
"Need invoice for 77654 covering Q4 2024, it's urgent for audit",invoice_request,high,77654,
Availability for SKU ZT-101 for laptop chargers? need 20,availability,,,laptop
order status: 21212 shipped? when will monitor arrive? placed 3 days ago,order_status,,21212,monitor
"I need help registering my company: BrightCo, we're a retailer in LATAM",vendor_registration,,,
The tablet screen flickers and battery drains quick. Very upset.,complaints,,,tablet
"Hey sales, can someone from NA contact us? Large enterprise, 5000 employees, need custom quote",sales_reps,high,,
Can I modify order 88090 to remove the printer and add a monitor instead?,order_modification_request,medium,88090,
Pricing and availability for SKU GH-77? need qty 7,pricing_and_availability,low,,
Out of scope question: Do you offer office space rental? not related to products,out_of_scope,,,
My order 50505 arrived missing cables. Order shows complete but box was empty of cables,delivery_issue,high,50505,cables
Can you send latest spec sheet for server rack v2? need measurements,product_docs,,,server rack
I got billed for order 33333 but never recieved it. Amount 850.00 please explain,credit_and_collections,,33333,
Is the laptop model LX-5 available? Need 4 units.,availability,,,laptop
My monitor arrived but it's the wrong model  — return pls for order 41414,return_request,,41414,monitor
"Need help activating software license for order 12100, key invalid. pls fix",technical_support,high,,software license
"Hey, want pricing on cables quantity 200, low priority",pricing,low,,cables
Order status pls for 99887 - server rack - when will it ship?,order_status,,99887,server rack
"Please add our company to vendor list: Global Parts Inc, wholesaler, region: EU",vendor_registration,,,
"Complaint: laptop battery overheats and smells. Very dangerous, pls respond",complaints,,,laptop
"I need invoice for order 20121 for billing month Oct 2024, thanks",invoice_request,low,20121,
Can you change delivery method on 78787 to overnight? it's urgent,order_modification_request,high,78787,
"Pricing for SKU KL-900 for keyboards, qty 30. asap pls",pricing_and_availability,high,,
"Help! printer ink leaked all over box. Order 55566, want refund",multiple_intents,,55566,
Is there a PDF manual for monitor model UltraView? need assembly instructions,product_docs,,,monitor
"We need a sales rep for LATAM, medium sized company ~200 people, pls reach out",sales_reps,medium,,
Out of scope: I'm asking about job openings at your company,out_of_scope,,,
recieved wrong item in order 22445 — got cables instead of keyboard. return pleease,return_request,,22445,keyboard
Why is order 66666 delayed? says in transit for 10 days. product: tablet,order_status,,66666,tablet
"My server rack quote missing taxes, need final invoice for order 10101",invoice_request,medium,10101,
Can I get a refund for order 70708 amount 59.99 — item defective,refund_request,,70708,
"Router keeps rebooting every few hours. Model: router, pls escalte",technical_support,high,,router
Availability: SKU PL-55 for printer cartridges? need 12,availability,,,printer
"Pricing: tablet qty 25, want discount? urgent for rollout",pricing,high,,tablet
"hello, i need docs for keyboard — wiring diagram version 1.2",product_docs,,,keyboard
"My order 30330 got cancelled without notice, product laptop. Not happy",complaints,,,laptop
Can you confirm SKU UV-200 availability and price for 3 units?,pricing_and_availability,low,,
"We want vendor registration: NovaTech, service provider, region: NA",vendor_registration,,,
"Order 88221 — need to split shipment into 2 deliveries, pls modify",order_modification_request,medium,88221,
"My keyboard stopped working after 1 week, lights on but no keys register. refund pls",multiple_intents,,,
"Hey, how do I get invoice for order 12233 for June? thanks",invoice_request,low,12233,
Is laptop model ZB-11 in stock? need 1 asap,availability,,,laptop
"Sent delivery complaint: order 40099 left at wrong address, please pick up and redeliver",delivery_issue,high,40099,
My software license expired but it was auto-renewed and now activation fails. order 13131,technical_support,medium,,software license
"Out of scope: I need gardening tips, not related to your products",out_of_scope,,,
"Hi, please register our company: EdgeWorks, reseller, Europe region",vendor_registration,,,
"Complaint: monitor has dead pixel cluster, unacceptable quality",complaints,,,monitor
"Need price for 6 server racks, budget planning next month",pricing,medium,,server rack
Order 21210 says delivered but recieved only half the items. product: cables,delivery_issue,high,21210,cables
Can we change billing info on order 99100? pls update company name,order_modification_request,low,99100,
Please send user manual for keyboard K-500 version 5,product_docs,,,keyboard
Who is our sales rep in EMEA? need contact asap,sales_reps,high,,
"Pricing and availability: SKU RT-77 for routers, qty 40, urgent deployment",pricing_and_availability,high,,
"Refund missing for order 45454, amount 22.50. It was supposed to be processed 2 weeks ago",refund_request,,45454,
Is monitor warranty covered for cracked screen? order 55855,order_status,,55855,monitor
"Recieved wrong SKU AB-777, expected AB-778. return needed",return_request,,,
Laptop won't boot after update. black screen. please help,technical_support,high,,laptop
