email_text,intent,urgency,order_id,product,clean_email_text,char_length,word_count
"Need to return order 447629 (keyboard), and also want the refund back to the card. Please tell next steps.",multiple_intents,,447629.0,,need to return order 447629 keyboard and also want the refund back to the card please tell next steps,101,19
Is XZ9981 available and what's price for 10 units? urgent,pricing_and_availability,high,,,is xz9981 available and what s price for 10 units urgent,56,11
"Hey support, is the software license (SKU LIC-9000) available for immediate activation? Need 25 licenses.",availability,,,software license,hey support is the software license sku lic 9000 available for immediate activation need 25 licenses,100,16
Order 55643 router arrived but one port broken. delivery issue? pls help,delivery_issue,high,55643.0,router,order 55643 router arrived but one port broken delivery issue pls help,70,12
I think my monitor from order 66411 got lost. tracking shows 'exception'. pls advise,delivery_issue,medium,66411.0,monitor,i think my monitor from order 66411 got lost tracking shows exception pls advise,80,14
Subj: Case 0718 - Need refund for order 67027 amount 1200 reason: charged twice.,refund_request,,67027.0,,need refund for order 67027 amount 1200 reason charged twice,60,10
"Need price for 6 server racks, budget planning next month",pricing,medium,,server rack,need price for 6 server racks budget planning next month,56,10
"Order 109335 for cables is late and we need them by tomorrow, plus can you send the invoice to AP? Thanks.",multiple_intents,,109335.0,,order 109335 for cables is late and we need them by tomorrow plus can you send the invoice to ap thanks,103,21
Subj: Case 0090 - Tablet sku TB-LTE8 available? need qty 6 for remote sites.,availability,,,tablet,tablet sku tb lte8 available need qty 6 for remote sites,56,11
Price for 50 ethernet cables? Reply asap.,pricing,high,,cables,price for 50 ethernet cables reply asap,39,7
Subj: Case 0734 - Please refund order 67043 amount 540 reason: returned router and accessories.,refund_request,,67043.0,,please refund order 67043 amount 540 reason returned router and accessories,75,11
"Subj: Case 0268 - Please cancel order 64001, we placed it by mistake, do it asap pls.",order_modification_request,high,64001.0,,please cancel order 64001 we placed it by mistake do it asap pls,64,13
Statement request for order 10101 showing amount 1000,credit_and_collections,,10101.0,,statement request for order 10101 showing amount 1000,53,8
"Subj: Case 0663 - Return keyboard order 66025, reason: disconnects all the time.",return_request,,66025.0,keyboard,return keyboard order 66025 reason disconnects all the time,59,9
"Hello, pls send vendor onboarding info. Company: Sunvale Manufacturing Inc. We build metal racks. Located in Ontario, Canada",vendor_registration,,,,hello pls send vendor onboarding info company sunvale manufacturing inc we build metal racks located in ontario canada,118,18
Do you have the safety / compliance docs for the laptop line? Like CE/FCC stuff.,product_docs,,,laptop,do you have the safety compliance docs for the laptop line like ce fcc stuff,76,15
"We want vendor registration: NovaTech, service provider, region: NA",vendor_registration,,,,we want vendor registration novatech service provider region na,63,9
"Your router firmware update bricked it, now it just reboots nonstop. Not happy.",complaints,,,router,your router firmware update bricked it now it just reboots nonstop not happy,76,13
"Subj: Case 0401 - Need a quote for laptop qty 3, can you send today?",pricing,high,,laptop,need a quote for laptop qty 3 can you send today,48,11
"Need price quote for 15 monitors, urgent for office set up",pricing,high,,monitor,need price quote for 15 monitors urgent for office set up,57,11
Need vendor registration and price list for keyboards pls,multiple_intents,,,,need vendor registration and price list for keyboards pls,57,9
"Subj: Case 0686 - Return printer order 66048, reason: scanner feed issues.",return_request,,66048.0,printer,return printer order 66048 reason scanner feed issues,53,8
"Subj: Case 0020 - printer order 51020 delivered but left outside, now its gone, need help filing claim.",delivery_issue,high,51020.0,printer,printer order 51020 delivered but left outside now its gone need help filing claim,82,14
"Is this where I ask about catering menus? Not buying, just asking for contact.",out_of_scope,,,,is this where i ask about catering menus not buying just asking for contact,75,14
Order 839105 - can you add 3 extra cables to it? Same type as already on the order. If not possible just let me know.,order_modification_request,medium,839105.0,,order 839105 can you add 3 extra cables to it same type as already on the order if not possible just let me know,112,24
I keep getting charged late fees for order 12121 but I paid. Amount outstanding shows 0.00 but collections keep calling,credit_and_collections,,12121.0,,i keep getting charged late fees for order 12121 but i paid amount outstanding shows 0 00 but collections keep calling,118,21
Order 40000 status? It was shipped two days ago but no delivery ETA on tracking page.,order_status,,40000.0,,order 40000 status it was shipped two days ago but no delivery eta on tracking page,83,16
"Subj: Case 0762 - Laptop keeps overheating and throttling, fans running full, pls help.",technical_support,medium,,laptop,laptop keeps overheating and throttling fans running full pls help,66,10
My laptop shipment (order #74018) says delivered but we didnt recieve anything at reception. Can you help figure out where it went?,delivery_issue,high,74018.0,laptop,my laptop shipment order 74018 says delivered but we didnt recieve anything at reception can you help figure out where it went,126,22
"TL-202 tablet availability for 15 units, low urgency",pricing_and_availability,low,,,tl 202 tablet availability for 15 units low urgency,51,9
"My router arrived with firmware v1.0 and won't accept updates, tech support needed",technical_support,medium,,router,my router arrived with firmware v1 0 and won t accept updates tech support needed,81,15
Software license SL-2026 available for enterprise? qty 100,availability,,,software license,software license sl 2026 available for enterprise qty 100,57,9
"order 44512 charged twice, amount 499.00. I need this fixed, collections contacted me",credit_and_collections,,44512.0,,order 44512 charged twice amount 499 00 i need this fixed collections contacted me,82,14
"We show overdue invoice for order 14001 amount 3200, want to settle but need remittance details.",credit_and_collections,,14001.0,,we show overdue invoice for order 14001 amount 3200 want to settle but need remittance details,94,16
"Subj: Case 0634 - Please send vendor registration steps for Rainforest IT Supply, business type reseller, region Peru.",vendor_registration,,,,please send vendor registration steps for rainforest it supply business type reseller region peru,97,14
Order status: 13131 — any update for router delivery? placed last Friday,order_status,,13131.0,router,order status 13131 any update for router delivery placed last friday,68,11
Subj: Case 0505 - Please provide installation template for server rack (hole pattern).,product_docs,,,server rack,please provide installation template for server rack hole pattern,65,9
"My keyboard stopped working after 1 week, lights on but no keys register. refund pls",multiple_intents,,,,my keyboard stopped working after 1 week lights on but no keys register refund pls,82,15
How much for software license if we want 50 seats? urgent procurement,pricing,high,,software license,how much for software license if we want 50 seats urgent procurement,68,12
"Hi, looking at SKU RBX-210 router, need qty 10. Are they in stock and whats the unit price?",pricing_and_availability,medium,,,hi looking at sku rbx 210 router need qty 10 are they in stock and whats the unit price,87,19
"Subj: Case 0792 - Laptop screen brightness stuck at max, cant change, pls help asap.",technical_support,high,,laptop,laptop screen brightness stuck at max cant change pls help asap,63,11
"Subj: Case 0925 - Delivery issue: order 68056 is missing 4 cables, and can you quote price for 200 more?",multiple_intents,,68056.0,,delivery issue order 68056 is missing 4 cables and can you quote price for 200 more,83,16
Give me firmware notes for router RT-88 v4.2 pls,product_docs,,,router,give me firmware notes for router rt 88 v4 2 pls,48,11
"Subj: Case 0094 - Router RT-POE8 sku RT-POE8, qty 7, can you confirm availability?",availability,,,router,router rt poe8 sku rt poe8 qty 7 can you confirm availability,61,12
Update delivery instructions on order 14141 to leave at back door,order_modification_request,low,14141.0,,update delivery instructions on order 14141 to leave at back door,65,11
"Subj: Case 0703 - Refund request for order 67012, amount 2100.00, reason: order cancelled.",refund_request,,67012.0,,refund request for order 67012 amount 2100 00 reason order cancelled,68,11
MTR-45 price and availability for 12 units? medium,pricing_and_availability,medium,,,mtr 45 price and availability for 12 units medium,49,9
"Subj: Case 0018 - We need the laptop from order 51018 for onboarding Monday, but its not here... asap pls.",delivery_issue,high,51018.0,laptop,we need the laptop from order 51018 for onboarding monday but its not here asap pls,83,16
Subj: Case 0857 - Please confirm status of order 68006 and cancel it if it hasnt shipped yet.,multiple_intents,,68006.0,,please confirm status of order 68006 and cancel it if it hasnt shipped yet,74,14
The keyboard keys are sticking after 2 days. Feels super cheap tbh.,complaints,,,keyboard,the keyboard keys are sticking after 2 days feels super cheap tbh,65,12
"I want to return the router, order 831905. It keeps dropping connection and we’re switching brands",return_request,,831905.0,router,i want to return the router order 831905 it keeps dropping connection and we re switching brands,96,17
AB-4455 availability & price for 9 units please,pricing_and_availability,medium,,,ab 4455 availability price for 9 units please,45,8
Monitor 12121 expected delivery timeframe? ordered earlier,order_status,,12121.0,monitor,monitor 12121 expected delivery timeframe ordered earlier,57,7
"We need to update our billing terms, collections keeps calling and it's getting out of hand. Account should be net-30, not due on receipt.",credit_and_collections,,,,we need to update our billing terms collections keeps calling and it s getting out of hand account should be net 30 not due on receipt,134,26
"Subj: Case 0629 - Pls create vendor profile: Riverbend Components, business type supplier, region Brazil.",vendor_registration,,,,pls create vendor profile riverbend components business type supplier region brazil,83,11
When will my router (order 57575) ship? placed earlier today,order_status,,57575.0,router,when will my router order 57575 ship placed earlier today,57,10
Printer says 'error 0x12' and won't print. Not super urgent but need a fix soon.,technical_support,medium,,printer,printer says error 0x12 and won t print not super urgent but need a fix soon,76,16
"Need invoice copy for order 7901264 covering Q4 2024, as soon as you can.",invoice_request,medium,7901264.0,,need invoice copy for order 7901264 covering q4 2024 as soon as you can,71,14
"pls assign sales rep for US, startup w/ 10 ppl, urgent",sales_reps,high,,,pls assign sales rep for us startup w 10 ppl urgent,51,11
"Please onboard us as vendor: TabletPro, business_type: retailer, region: Brazil",vendor_registration,,,,please onboard us as vendor tabletpro business type retailer region brazil,74,11
I want to add items to order 88421 — add 2 cables. Not urgent,order_modification_request,low,88421.0,,i want to add items to order 88421 add 2 cables not urgent,58,13
"Subj: Case 0804 - I found a security vuln on your public site, who do i report to? urgent.",out_of_scope,,,,i found a security vuln on your public site who do i report to urgent,69,15
"Subj: Case 0781 - Tablet GPS not working in our field app, urgent pls.",technical_support,high,,tablet,tablet gps not working in our field app urgent pls,50,10
"Out of scope: asking for donation to charity, not related to orders",out_of_scope,,,,out of scope asking for donation to charity not related to orders,65,12
"CB-111 cables availability & price for 250, urgent pls",pricing_and_availability,high,,,cb 111 cables availability price for 250 urgent pls,51,9
"Subj: Case 0890 - Order 68029 monitor arrived cracked and i need a refund, asap.",multiple_intents,,68029.0,,order 68029 monitor arrived cracked and i need a refund asap,60,11
"Change product variant on 50050 to Pro model, urgent",order_modification_request,high,50050.0,,change product variant on 50050 to pro model urgent,51,9
"Keyboard firmware update failed, device bricked. Need tech support urgently.",technical_support,high,,keyboard,keyboard firmware update failed device bricked need tech support urgently,73,10
"Refund needed for order 6601189, cables never arrived and we bought elsewhere. Amount 42.00.",refund_request,,6601189.0,,refund needed for order 6601189 cables never arrived and we bought elsewhere amount 42 00,89,15
"Are LP-100 in stock? need 10, urgent",pricing_and_availability,high,,,are lp 100 in stock need 10 urgent,34,8
"Subj: Case 0017 - Order 51017 keyboard came in a torn envelope and keys are loose, delivery damage i guess.",delivery_issue,medium,51017.0,keyboard,order 51017 keyboard came in a torn envelope and keys are loose delivery damage i guess,87,16
Can you send latest spec sheet for server rack v2? need measurements,product_docs,,,server rack,can you send latest spec sheet for server rack v2 need measurements,67,12
Need an account manager in Texas. we’re small (25 employees) and want to set up recurring purchases. pls call asap,sales_reps,high,,,need an account manager in texas we re small 25 employees and want to set up recurring purchases pls call asap,110,21
Hi guys—order statuz says delivered but i didnt recieve anything. It was supposed to be a laptop. Order 483920. pls check asap,delivery_issue,high,483920.0,laptop,hi guys order statuz says delivered but i didnt recieve anything it was supposed to be a laptop order 483920 pls check asap,123,23
Who handles LATAM accounts? Company size ~50.,sales_reps,low,,,who handles latam accounts company size 50,42,7
"Need safety sheet for cables CB-450, any version",product_docs,,,cables,need safety sheet for cables cb 450 any version,47,9
Status on 33901? I bought a router and want ETA — ordered last Monday.,order_status,,33901.0,router,status on 33901 i bought a router and want eta ordered last monday,66,13
Subj: Case 0949 - Order 68072 monitor has backlight bleed (complaint) and i want refund if possible.,multiple_intents,,68072.0,,order 68072 monitor has backlight bleed complaint and i want refund if possible,79,13
"Order 14141 — tracking shows returned to sender, what's happening? monitor needed asap",delivery_issue,high,14141.0,monitor,order 14141 tracking shows returned to sender what s happening monitor needed asap,82,13
Can you help me reset my password for the website? i’m locked out and it says my email doesnt exist,out_of_scope,,,,can you help me reset my password for the website i m locked out and it says my email doesnt exist,98,21
Can you quote 5x 27in monitors? Need it by end of day if possible,pricing,high,,monitor 27in,can you quote 5x 27in monitors need it by end of day if possible,64,14
"Subj: Case 0333 - Need the status of order 65013 monitor, ordered 2026-02-01, still 'processing'.",order_status,,65013.0,monitor,need the status of order 65013 monitor ordered 2026 02 01 still processing,74,13
Can we get set up as a vendor? Company: Cobalt Cable Co. Business type: distributor. Region: Australia/NZ,vendor_registration,,,,can we get set up as a vendor company cobalt cable co business type distributor region australia nz,99,18
"Subj: Case 0435 - Need pricing + in-stock status for SW-ENT-02, qty 25, urgent for PO.",pricing_and_availability,high,,,need pricing in stock status for sw ent 02 qty 25 urgent for po,63,14
Keyboard KB-77 in stock? looking for 15,availability,,,keyboard,keyboard kb 77 in stock looking for 15,38,8
Subj: Case 0390 - How much per tablet for qty 30? need pricing to build budget.,pricing,medium,,tablet,how much per tablet for qty 30 need pricing to build budget,59,12
Refund for order 14141 amount 250.00 — product incompatible and returned days ago.,refund_request,,14141.0,,refund for order 14141 amount 250 00 product incompatible and returned days ago,79,13
"Subj: Case 0847 - Your social media team never replies to DMs, kinda frustrating.",out_of_scope,,,,your social media team never replies to dms kinda frustrating,61,10
"Invoice required for 30303 Q3 2025, not urgent",invoice_request,low,30303.0,,invoice required for 30303 q3 2025 not urgent,45,8
"Subj: Case 0950 - Need order status for 68073 and please send the invoice for that order, thanks.",multiple_intents,,68073.0,,need order status for 68073 and please send the invoice for that order thanks,77,14
"Subj: Case 0546 - Need sales contact for India, enterprise, asap (proposal due).",sales_reps,high,,,need sales contact for india enterprise asap proposal due,57,9
"SKU MN-7701 quote and stock, qty 10, ship next day?",pricing_and_availability,medium,,,sku mn 7701 quote and stock qty 10 ship next day,48,11
"Subj: Case 0153 - Software license support never responds, been days, this is terrible service.",complaints,,,software license,software license support never responds been days this is terrible service,74,11
"Order 99009 status pls? Product was a software license for 5 seats, ordered last week.",order_status,,99009.0,software license,order 99009 status pls product was a software license for 5 seats ordered last week,83,15
Do you have XZ9981 and what's the cost? Need 4 units.,pricing_and_availability,medium,,,do you have xz9981 and what s the cost need 4 units,51,12
Where is my shipment 55990?? says delivered but didnt recieve it. Product: cables. Please investigate!,delivery_issue,high,55990.0,cables,where is my shipment 55990 says delivered but didnt recieve it product cables please investigate,96,15
"Subj: Case 0759 - Tablet camera app crashes on open, need help asap.",technical_support,high,,tablet,tablet camera app crashes on open need help asap,48,9
Subj: Case 0290 - Can you apply tax exemption to order 64024? need it fixed before invoicing.,order_modification_request,high,64024.0,,can you apply tax exemption to order 64024 need it fixed before invoicing,73,13
"Refund pls for order 22109, amount $349.99 — never used product, wrong model sent.",refund_request,,22109.0,,refund pls for order 22109 amount 349 99 never used product wrong model sent,76,14
Subj: Case 0926 - Need sales rep for California and also check price+stock for AB-2236 qty 9.,multiple_intents,,,,need sales rep for california and also check price stock for ab 2236 qty 9,74,15
Order mod: change payment method on 31331 to PO# 5566,order_modification_request,low,31331.0,,order mod change payment method on 31331 to po 5566,51,10
"We were charged twice for order 9350112, can you fix the balance? It's $249.99 extra.",credit_and_collections,,9350112.0,,we were charged twice for order 9350112 can you fix the balance it s 249 99 extra,81,17
"Order 12345 tablet not delivered, tracking shows exception, pls asap",delivery_issue,high,12345.0,tablet,order 12345 tablet not delivered tracking shows exception pls asap,66,10
"Subj: Case 0640 - Please start a return for order 66002 router, reason its the wrong model.",return_request,,66002.0,router,please start a return for order 66002 router reason its the wrong model,71,13
Subj: Case 0197 - Can someone explain the $7.25 'service charge' on order 62036? feels wrong.,credit_and_collections,,62036.0,,can someone explain the 7 25 service charge on order 62036 feels wrong,70,13
"Subj: Case 0659 - Please process return for printer order 66021, reason: grinding noise.",return_request,,66021.0,printer,please process return for printer order 66021 reason grinding noise,67,10
Order 88720 - software license never arrived. I only got an empty email. urgent please,delivery_issue,high,88720.0,software license,order 88720 software license never arrived i only got an empty email urgent please,82,14
"Subj: Case 0649 - Please approve return for router order 66011, reason: wifi keeps dropping.",return_request,,66011.0,router,please approve return for router order 66011 reason wifi keeps dropping,71,11
Subj: Case 0345 - Keyboard order 65025 status? placed earlier today.,order_status,,65025.0,keyboard,keyboard order 65025 status placed earlier today,48,7
My software license expired but it was auto-renewed and now activation fails. order 13131,technical_support,medium,,software license,my software license expired but it was auto renewed and now activation fails order 13131,88,15
"Where's my laptop order 70707?? no tracking since shipped, I'm furious",delivery_issue,high,70707.0,laptop,where s my laptop order 70707 no tracking since shipped i m furious,67,13
Monitor arrived with a crack (order 459033) so I'm complaining AND want to return it. This is ridiculous.,multiple_intents,,459033.0,,monitor arrived with a crack order 459033 so i m complaining and want to return it this is ridiculous,101,19
"Subj: Case 0486 - Need quick start guide for tablet, pdf pls.",product_docs,,,tablet,need quick start guide for tablet pdf pls,41,8
"Subj: Case 0662 - Return server rack order 66024, reason: door wont close right.",return_request,,66024.0,server rack,return server rack order 66024 reason door wont close right,59,10
"Subj: Case 0564 - Please connect me to sales in Belgium, enterprise client, urgent pls.",sales_reps,high,,,please connect me to sales in belgium enterprise client urgent pls,66,11
"I want product spec for laptop model L-9000, tech sheet version 3",product_docs,,,laptop,i want product spec for laptop model l 9000 tech sheet version 3,64,13
"Help! printer ink leaked all over box. Order 55566, want refund",multiple_intents,,55566.0,,help printer ink leaked all over box order 55566 want refund,60,11
"Subj: Case 0306 - Need to change ship date on order 64040, please delay 2 weeks.",order_modification_request,low,64040.0,,need to change ship date on order 64040 please delay 2 weeks,60,12
"Subj: Case 0440 - Need quote + availability for SR-42U-02 qty 1, not urgent.",pricing_and_availability,low,,,need quote availability for sr 42u 02 qty 1 not urgent,54,11
Subj: Case 0360 - Monitor order 65040: can you confirm it shipped? ordered 2026-02-02.,order_status,,65040.0,monitor,monitor order 65040 can you confirm it shipped ordered 2026 02 02,65,12
"Need to cancel order 10010 placed earlier today, order id 10010",order_modification_request,high,10010.0,,need to cancel order 10010 placed earlier today order id 10010,62,11
"Subj: Case 0088 - Need software license sku SW-STD-12, qty 12, available or backorder?",availability,,,software license,need software license sku sw std 12 qty 12 available or backorder,65,12
"Subj: Case 0259 - Please provide invoice for order 63033, urgent, our CFO requested it.",invoice_request,high,63033.0,,please provide invoice for order 63033 urgent our cfo requested it,66,11
"Laptop camera not detected by OS after update, need help troubleshooting pls.",technical_support,medium,,laptop,laptop camera not detected by os after update need help troubleshooting pls,75,12
Need software license agreement doc for software license SL-5 ver 2,product_docs,,,software license,need software license agreement doc for software license sl 5 ver 2,67,12
"Subj: Case 0271 - Need to add 5 cables onto order 64004, can you append it?",order_modification_request,medium,64004.0,,need to add 5 cables onto order 64004 can you append it,55,12
"Subj: Case 0173 - There is a chargeback on order 62012 for $849.00, need details pls.",credit_and_collections,,62012.0,,there is a chargeback on order 62012 for 849 00 need details pls,64,13
"Subj: Case 0758 - Keyboard bluetooth wont pair, tried holding the button, nothing.",technical_support,medium,,keyboard,keyboard bluetooth wont pair tried holding the button nothing,61,9
"I paid twice for order 44321, need refund for the duplicate charge, amount 799.50.",refund_request,,44321.0,,i paid twice for order 44321 need refund for the duplicate charge amount 799 50,79,15
"Refund for order 6810154 plz, software license key invalid. Amount 129.99.",refund_request,,6810154.0,,refund for order 6810154 plz software license key invalid amount 129 99,71,12
Subj: Case 0811 - Where can i find your press kit/logo files? need for an article.,out_of_scope,,,,where can i find your press kit logo files need for an article,62,13
Monitor order 22418's tracking stuck on 'label created' since 5 days,delivery_issue,medium,22418.0,monitor,monitor order 22418 s tracking stuck on label created since 5 days,66,12
"My tablet screen is dead after 2 days, battery seems fine but wont boot. Very frustrated.",complaints,,,tablet,my tablet screen is dead after 2 days battery seems fine but wont boot very frustrated,86,16
"Subj: Case 0326 - Where is order 65006 server rack? placed 10 days ago, no tracking.",order_status,,65006.0,server rack,where is order 65006 server rack placed 10 days ago no tracking,63,12
Subj: Case 0993 - Need invoice for order 68100 and also want to dispute the balance discrepancy in your AR emails.,multiple_intents,,68100.0,,need invoice for order 68100 and also want to dispute the balance discrepancy in your ar emails,95,17
"Subj: Case 0083 - Printer PR-INKJET2 sku IJ-2000, need 5, avail?",availability,,,printer,printer pr inkjet2 sku ij 2000 need 5 avail,43,9
Please add 2 more monitors to order 5902022 if not shipped yet.,order_modification_request,high,5902022.0,,please add 2 more monitors to order 5902022 if not shipped yet,62,12
I want vendor registration form for 'Global Parts' business: wholesaler region: US,vendor_registration,,,,i want vendor registration form for global parts business wholesaler region us,78,12
Monitor order 60606 shows delivered but neighbor doesn't have it,delivery_issue,high,60606.0,monitor,monitor order 60606 shows delivered but neighbor doesn t have it,64,11
"Subj: Case 0554 - Who is the sales rep for Illinois? we are 55 ppl, asap pls.",sales_reps,high,,,who is the sales rep for illinois we are 55 ppl asap pls,56,13
"Printer prints lines across pages, awful quality. Really mad",complaints,,,printer,printer prints lines across pages awful quality really mad,58,9
"Invoice request: order 705991, we need the bill for our PO closeout. pls",invoice_request,medium,705991.0,,invoice request order 705991 we need the bill for our po closeout pls,69,13
"Subj: Case 0446 - Need price & availability for MN-WIDE35 qty 3, asap pls for proposal.",pricing_and_availability,high,,,need price availability for mn wide35 qty 3 asap pls for proposal,65,12
"Subj: Case 0600 - Vendor request: Oceanic Networking, business type VAR/reseller, region New Zealand.",vendor_registration,,,,vendor request oceanic networking business type var reseller region new zealand,79,11
"Subj: Case 0543 - Need a rep in Australia, company size 200, no huge rush.",sales_reps,low,,,need a rep in australia company size 200 no huge rush,53,11
"Subj: Case 0852 - Order 68002 shows delivered but we didnt recieve it, also need to return if it ever shows up.",multiple_intents,,68002.0,,order 68002 shows delivered but we didnt recieve it also need to return if it ever shows up,91,18
"Subj: Case 0429 - Looking for quote and avail on PR-4412 qty 1, need today.",pricing_and_availability,high,,,looking for quote and avail on pr 4412 qty 1 need today,55,12
Is SKU LK-1010 in stock? Need 75 units for rollout next quarter.,availability,,,keyboard,is sku lk 1010 in stock need 75 units for rollout next quarter,62,13
Can you resend invoice for order 406771 and btw we were charged a late fee even though payment was sent. pls fix,multiple_intents,,406771.0,,can you resend invoice for order 406771 and btw we were charged a late fee even though payment was sent pls fix,111,22
"Subj: Case 0227 - Need invoice for order 63009 (laptop), no rush just when u can.",invoice_request,low,63009.0,,need invoice for order 63009 laptop no rush just when u can,59,12
Can you send the datasheet for the router model XR-200? Need specs for procurement.,product_docs,,,router,can you send the datasheet for the router model xr 200 need specs for procurement,81,15
"Subj: Case 0143 - Tablet gets super hot on video calls, worried it will fail.",complaints,,,tablet,tablet gets super hot on video calls worried it will fail,57,11
"Order 66212 monitor missing, tracking vanished. medium urgency",delivery_issue,medium,66212.0,monitor,order 66212 monitor missing tracking vanished medium urgency,60,8
"Software license 21212 key not sent after order, need asap",delivery_issue,high,21212.0,software license,software license 21212 key not sent after order need asap,57,10
"Subj: Case 0048 - Keyboard order 51048 delivered to 'mail room' but we are a warehouse, pls help locate.",delivery_issue,medium,51048.0,keyboard,keyboard order 51048 delivered to mail room but we are a warehouse pls help locate,82,15
"We want to register as a vendor. Company: HexaNova Ltd, B2B electronics, operating in EU.",vendor_registration,,,,we want to register as a vendor company hexanova ltd b2b electronics operating in eu,84,15
"Subj: Case 0425 - Keyboard quote qty 100, urgent pls send quickly.",pricing,high,,keyboard,keyboard quote qty 100 urgent pls send quickly,46,8
Could you send invoice for order 88800 for Q2 2026? Tax filing pending.,invoice_request,high,88800.0,,could you send invoice for order 88800 for q2 2026 tax filing pending,69,13
"Subj: Case 0286 - Need to correct email on order 64020 confirmation, typed wrong address.",order_modification_request,low,64020.0,,need to correct email on order 64020 confirmation typed wrong address,69,11
Need invoice for 12000 for April 2026 but not urgent,invoice_request,low,12000.0,,need invoice for 12000 for april 2026 but not urgent,52,10
"Subj: Case 0828 - I have a complaint about your ads following me everywhere, please stop retargeting.",out_of_scope,,,,i have a complaint about your ads following me everywhere please stop retargeting,81,13
TL-900 availability for 8 units? urgentish,pricing_and_availability,high,,,tl 900 availability for 8 units urgentish,41,7
Do you have firmware release notes for the PrintMaster 5000 printer? version 2.1 maybe?,product_docs,,,PrintMaster 5000 printer,do you have firmware release notes for the printmaster 5000 printer version 2 1 maybe,85,15
"Ticket: my printer is printing faded pages and lines, model unknown. It's unusable.",technical_support,high,,printer,ticket my printer is printing faded pages and lines model unknown it s unusable,79,14
pls send invoice for 77100 covering Feb-Mar 2026 asap! super urgent,invoice_request,high,77100.0,,pls send invoice for 77100 covering feb mar 2026 asap super urgent,66,12
"Subj: Case 0512 - Router CLI reference manual pls, version 5.4 maybe?",product_docs,,,router,router cli reference manual pls version 5 4 maybe,49,9
"Subj: Case 0411 - Router price check qty 2, pls provide.",pricing,medium,,router,router price check qty 2 pls provide,36,7
Can you send maintenance manual for printer model PRX-5 version 5.0?,product_docs,,,printer,can you send maintenance manual for printer model prx 5 version 5 0,67,13
"Subj: Case 0542 - Who is our account manager for Midwest US? we’re enterprise (10k), urgent pls.",sales_reps,high,,,who is our account manager for midwest us we re enterprise 10k urgent pls,73,14
"Vendor registration: AlphaSupply, wholesaler, region: Scandinavia. Need vendor form.",vendor_registration,,,,vendor registration alphasupply wholesaler region scandinavia need vendor form,78,9
What’s price for 7 tablets? Reply EOD pls.,pricing,high,,tablet,what s price for 7 tablets reply eod pls,40,9
"Invoice request for order 37373 for Dec 2024, need it for taxes",invoice_request,medium,37373.0,,invoice request for order 37373 for dec 2024 need it for taxes,62,12
Where's the warranty doc for laptop? which version? idk,product_docs,,,laptop,where s the warranty doc for laptop which version idk,53,10
Subj: Case 0863 - Please check if keyboard KB-90PRO is in stock and also what’s the price for qty 25?,multiple_intents,,,,please check if keyboard kb 90pro is in stock and also what s the price for qty 25,82,18
Can you resend invoice for 10001 for Jan-Feb? urgent pls,invoice_request,high,10001.0,,can you resend invoice for 10001 for jan feb urgent pls,55,11
I want to advertise on your site — not product support,out_of_scope,,,,i want to advertise on your site not product support,52,10
Is SKU ZP-88 available for printers qty 4? need leadtime,availability,,,printer,is sku zp 88 available for printers qty 4 need leadtime,55,11
"Subj: Case 0516 - Need tablet repairability info / service manual, if available.",product_docs,,,tablet,need tablet repairability info service manual if available,58,8
"The tablet touchscreen is unresponsive after one day, very frustrated with quality.",complaints,,,tablet,the tablet touchscreen is unresponsive after one day very frustrated with quality,81,12
"Hi team, I ordered a laptop two weeks ago (order 48291) and still havent recieved any tracking info. Where is it? I'm getting worried, pls reply asap.",delivery_issue,high,48291.0,laptop,hi team i ordered a laptop two weeks ago order 48291 and still havent recieved any tracking info where is it i m getting worried pls reply asap,143,28
Subj: Case 0716 - Refund request order 67025 amount 5000 reason: order never shipped and we cancelled.,refund_request,,67025.0,,refund request order 67025 amount 5000 reason order never shipped and we cancelled,82,13
Subj: Case 0273 - Can you change delivery date for order 64006 to next week? no longer need it today.,order_modification_request,low,64006.0,,can you change delivery date for order 64006 to next week no longer need it today,81,16
"Subj: Case 0102 - Printer sku PR-SCAN-4, qty 1, do you have it in stock right now?",availability,,,printer,printer sku pr scan 4 qty 1 do you have it in stock right now,61,15
"Adjust order 7330211 to swap printer color to white, pls.",order_modification_request,low,7330211.0,,adjust order 7330211 to swap printer color to white pls,55,10
Subj: Case 0883 - Need sales rep for APAC and also product docs (EULA) for software license.,multiple_intents,,,,need sales rep for apac and also product docs eula for software license,71,13
"Subj: Case 0168 - We were put on credit hold and cant place new orders, linked to order 62007 balance $5000.",credit_and_collections,,62007.0,,we were put on credit hold and cant place new orders linked to order 62007 balance 5000,87,17
"Subj: Case 0526 - Monitor energy star certification doc, pls.",product_docs,,,monitor,monitor energy star certification doc pls,41,6
"Payment posted to wrong account maybe? Order 8472601 is showing unpaid, amount 310.00.",credit_and_collections,,8472601.0,,payment posted to wrong account maybe order 8472601 is showing unpaid amount 310 00,83,14
"Subj: Case 0236 - Need invoices for Q1 2026, our auditor asked last minute, urgent pls.",invoice_request,high,,,need invoices for q1 2026 our auditor asked last minute urgent pls,66,12
"Subj: Case 0680 - Return server rack order 66042, reason: sharp edges / safety issue.",return_request,,66042.0,server rack,return server rack order 66042 reason sharp edges safety issue,62,10
